row,id,date,query,handle,tweet
2368,1468362683,Tue Apr 07 01:12:32 PDT 2009,NO_QUERY,nufnuf77,i'm trying to fine friends on twitter...no luck so far
2482,1468386634,Tue Apr 07 01:21:15 PDT 2009,NO_QUERY,PamsLove,@deepbluesealove Im still here .. reading an article on a different site.Seems a little dull on twitter tonight with no music
2561,1468401346,Tue Apr 07 01:26:37 PDT 2009,NO_QUERY,frontofmonitor,"@susanstn opps,, still unable to DM you at the moment.  maybe twitter bugs after the maintenance."
2654,1468422790,Tue Apr 07 01:34:31 PDT 2009,NO_QUERY,CindiBlink182,dear twitter... i have 4 bug bites on my leg. :\ they r itchyyyy....  haha just got outta the shower. uhh night.
2670,1468425541,Tue Apr 07 01:35:29 PDT 2009,NO_QUERY,SpaceCadetStina,going on holidays with my friend tomorrow exited but no twitter
2680,1468427739,Tue Apr 07 01:36:18 PDT 2009,NO_QUERY,erickaaa,@llaacceeyy haha i'm not a good cook at all  it looks pretty foul right now. love having voguettes on twitter yay! nice to meet you x
2717,1468439611,Tue Apr 07 01:40:42 PDT 2009,NO_QUERY,ShadderdGlass,Ahh sorry ya';ll for not being able to twitter from the show my phone so did not work in there at all  But brit was amazeing....ahhh
2722,1468440571,Tue Apr 07 01:41:05 PDT 2009,NO_QUERY,vividaether,not twittering in the past 22 days obviously. 1:40AM and taking a small break from ochem.
2788,1468450665,Tue Apr 07 01:44:51 PDT 2009,NO_QUERY,LadyT8088,"@Janelle76 i want a phone that i can FB,MS, and twitter from!!!!"
2845,1468464223,Tue Apr 07 01:49:47 PDT 2009,NO_QUERY,Haselnuth,@InspiredWriting I love how I can - could - easily read and tweed while working. With twitter.com I'm reloading all the time
2882,1468471006,Tue Apr 07 01:52:18 PDT 2009,NO_QUERY,nikhilnulkar,damn!!! I m missing twitter... have been very busy off late and have not got enuff time to be active on twitter...  missing all d action!
2914,1468479137,Tue Apr 07 01:55:24 PDT 2009,NO_QUERY,Tarns_Inspired,wishes twitter had a translator!! Twitter just hasn't caught on in the southern hemisphere yet!! They'll get there aventually I guess!
2950,1468485407,Tue Apr 07 01:57:51 PDT 2009,NO_QUERY,RachPC,isnt very happy with twitter at the moment.. wont let me upload my picture  wishing dougie or tom would reply to me..
2967,1468489012,Tue Apr 07 01:59:15 PDT 2009,NO_QUERY,aciel,Ternyata hanya gue yang make twitter ....
2994,1468493677,Tue Apr 07 02:00:46 PDT 2009,NO_QUERY,x0_blondie,why won't twitter let me change my picture?
2998,1468494789,Tue Apr 07 02:01:09 PDT 2009,NO_QUERY,dessey,@pmarnandus re: daily gossip.. well the twitter gossips are mostly from E! Online which I cannot access!!
3038,1468503555,Tue Apr 07 02:04:12 PDT 2009,NO_QUERY,taitaisanchez,"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad."
3069,1468510299,Tue Apr 07 02:06:44 PDT 2009,NO_QUERY,snoOziedoll,is a twitter loner!!!
3081,1468513298,Tue Apr 07 02:07:49 PDT 2009,NO_QUERY,CharlieSolace,"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it"
3120,1468522016,Tue Apr 07 02:10:57 PDT 2009,NO_QUERY,NusardelO,"Was going to make a site updates twitter account but nahh, it won't work"
3190,1468541056,Tue Apr 07 02:18:02 PDT 2009,NO_QUERY,007simple,"these days i don't feel like twittering,  don't know why..."
3352,1468574100,Tue Apr 07 02:30:02 PDT 2009,NO_QUERY,rehan_92,wow. everyone has abandoned twitter
3452,1468598811,Tue Apr 07 02:38:44 PDT 2009,NO_QUERY,SterlingHug,I have no idea how to use twitter.  No one wants to follow me cause I'm a bland person.
3482,1468605370,Tue Apr 07 02:41:07 PDT 2009,NO_QUERY,RealRicola,"having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up"
3495,1468609133,Tue Apr 07 02:42:31 PDT 2009,NO_QUERY,DaaBuddy,http://twitter.com/freddybust/status/1463411617 - thats right!
3499,1468609400,Tue Apr 07 02:42:37 PDT 2009,NO_QUERY,anonomi,The leeds festival twitter man has lied. There is no update.
3601,1468632096,Tue Apr 07 02:50:49 PDT 2009,NO_QUERY,kiwi_blockhead,"yay, I can txt to twitter but can't receive to my cell bcos im in New Zealand"
3628,1468637958,Tue Apr 07 02:53:00 PDT 2009,NO_QUERY,HelenHenderson,Has twitter changed in past 2 weeks? Can only view 2 pages of tweets on phone as selecting 'older' repeatedly shows page 2 and no more
3647,1468641786,Tue Apr 07 02:54:23 PDT 2009,NO_QUERY,NikkolaD,stuff finding a small enough picture i will jsut have to be this weird face for the rest of my twitter life  lol
3673,1468647995,Tue Apr 07 02:56:38 PDT 2009,NO_QUERY,Jamestheninja,the great holiday homework sesh has begun  now bugger off twitter you distracting menace!
3779,1468674354,Tue Apr 07 03:05:36 PDT 2009,NO_QUERY,nomand,was playing around putting in random twitter usernames. so many wasted blanks!
3790,1468676262,Tue Apr 07 03:06:17 PDT 2009,NO_QUERY,cadcam3d,Testing twitter mobile SMS from Australia (expensive  )
3811,1468681243,Tue Apr 07 03:08:01 PDT 2009,NO_QUERY,picsruledolfins,ughhhhhhhhhh twitter is bing sooooo retarded
4004,1468722125,Tue Apr 07 03:22:16 PDT 2009,NO_QUERY,far1983,too many updates on twitter... not able to follow everything
4015,1468724195,Tue Apr 07 03:23:02 PDT 2009,NO_QUERY,meluhnee,"@fallbrooke Eric, get a twitter! Lol and sorry about your teeth...  why are you getting them out? Dentists will do anything for money...."
4029,1468726114,Tue Apr 07 03:23:43 PDT 2009,NO_QUERY,ila,"following some twitter accounts that report on earthquakes. situation in Abruzzo, Italy, is not good.180 dead. photos http://ow.ly/2fRj"
4229,1468771082,Tue Apr 07 03:38:51 PDT 2009,NO_QUERY,BrownBella,"Mornin twitterlings! I am tired. Don't want 2 get out of bed, but must catch earlier train"
4352,1468799425,Tue Apr 07 03:47:54 PDT 2009,NO_QUERY,Massarina,heeeby jebus im on twitter but oddly no one else i know is seems a lil pointless
4566,1468853673,Tue Apr 07 04:04:36 PDT 2009,NO_QUERY,alondono,"@DHughesy What made you say twitterers are witty as f###? I guess I'm not one of the witty ones, since I had to ask"
4679,1468879334,Tue Apr 07 04:12:29 PDT 2009,NO_QUERY,abcdefghijaz,exploring the world of twitter... going to town in a bit. don't want to.
4685,1468880257,Tue Apr 07 04:12:49 PDT 2009,NO_QUERY,tractorqueen,@Majestic76 hour just to check if Jon had twittered. Have a major headache fr such disruptive sleep pattern.
4708,1468886198,Tue Apr 07 04:14:37 PDT 2009,NO_QUERY,crazymitchell,has neglected Twitter of late  I'm sorry twitter *snifs*
4809,1468914871,Tue Apr 07 04:23:05 PDT 2009,NO_QUERY,digbyj,tweetdeck seems to have died on me  Need to find a reliable twitter platform. Any ideas?
5121,1468998969,Tue Apr 07 04:46:34 PDT 2009,NO_QUERY,BrownBella,"Mornin twitterlings! I am tired. Don't want 2 get out of bed, but must catch earlier train"
5124,1468999194,Tue Apr 07 04:46:38 PDT 2009,NO_QUERY,fuzzone,@monikamundell ...but twitter seems to be taking up my email time at the moment
5180,1469009859,Tue Apr 07 04:49:27 PDT 2009,NO_QUERY,sub_baseline,"@DJAbsoluteValue means nothing to me, I still have to work Sat and Sun and they took my twitter away"
5204,1469022906,Tue Apr 07 04:52:53 PDT 2009,NO_QUERY,peterneubauer,"#untwitter the &quot;trash-bin&quot; solution doesn't work! the tweet is in the indexes and propagated, even if it disappears from my personal list"
5216,1469024592,Tue Apr 07 04:53:19 PDT 2009,NO_QUERY,Celz29,mr twitter what r u doing? i can't send direct messages anymore!!
5249,1469029090,Tue Apr 07 04:54:30 PDT 2009,NO_QUERY,curvyclaudia,hmmm the twitter I sent from my phone last night didn't get posted
5351,1469056401,Tue Apr 07 05:01:23 PDT 2009,NO_QUERY,RoseStack,@bradiewebbstack omg am i being a stalker or WHAT?! i'm having a 1 sided convo with myself...through ur twitter  bradiekins &lt;-- haha
5408,1469070884,Tue Apr 07 05:05:02 PDT 2009,NO_QUERY,marionaunor,": so like, now that everyone knows what I'm doing with my life here in twitter what am I supposed to talk about in normal conversation?!?"
5436,1469084185,Tue Apr 07 05:08:13 PDT 2009,NO_QUERY,RemiB,"Beuh, mon twitter gadget bug"
5444,1469085545,Tue Apr 07 05:08:33 PDT 2009,NO_QUERY,msashwe,workingggggggg ughhh and my phone wont let me twitter
5633,1469144689,Tue Apr 07 05:22:35 PDT 2009,NO_QUERY,Scroobiuspipyo,@scroobiuspip you have my name.  it has made me very sad. I wanted to be twitter.com/scroobiuspip
5728,1469168288,Tue Apr 07 05:28:00 PDT 2009,NO_QUERY,nluv4dalastime2,Good morning twitter world it's my 13hr day today   Keep laughing so I can get through it!!!
5741,1469172438,Tue Apr 07 05:28:55 PDT 2009,NO_QUERY,bioanalyte,"@troubalex Sorry, we see  this twitter account is for you personally. Should we follow another for #qt4 community events? Are we alone?"
5973,1469245680,Tue Apr 07 05:44:45 PDT 2009,NO_QUERY,sharamorada,zac deleted his twitter account..how sad..
6170,1469316053,Tue Apr 07 05:59:36 PDT 2009,NO_QUERY,x_ally,stupid effin twitter won't let me upload a picture
6177,1469317091,Tue Apr 07 05:59:49 PDT 2009,NO_QUERY,Livvehhh,just got twitter and has noone following me
6200,1469334433,Tue Apr 07 06:03:04 PDT 2009,NO_QUERY,MATT1604,I broke m.twitter.com too  http://twitpic.com/2ycz0
6223,1469338954,Tue Apr 07 06:03:57 PDT 2009,NO_QUERY,Chelshasspoken,rob pattinson deleted his twitter
6232,1469340027,Tue Apr 07 06:04:09 PDT 2009,NO_QUERY,benbarden,"@WebBetty hmm, looks like twitter is trying to catch up too, it keeps saying it's over capacity"
6249,1469344347,Tue Apr 07 06:05:01 PDT 2009,NO_QUERY,Covergirl422,"2 hour break from work then no twitter for 5 hours, boss has put a ban on phones"
6294,1469365341,Tue Apr 07 06:09:09 PDT 2009,NO_QUERY,the_tigercub,"Sick again and it's definitely violating my multitasking. Cannot watch games, twitter and do my programming simultaneously"
6307,1469368867,Tue Apr 07 06:09:52 PDT 2009,NO_QUERY,__Nova__,found out my twitter password. LOL &amp; Macbook Blew up.
6365,1469392217,Tue Apr 07 06:14:19 PDT 2009,NO_QUERY,clopin,Why isn't twhirl (and/or twitter) making my url's tiny?
6410,1469417007,Tue Apr 07 06:19:01 PDT 2009,NO_QUERY,Luv2Have,"Haven't twittered for days! Cat was sick and to the vet, now my four year old is sick with a bronchial infection and fever"
6507,1469447013,Tue Apr 07 06:24:35 PDT 2009,NO_QUERY,ashishrastogi,using twitter for teh first time and that too from office... waiting for other members of car pool to be free...
6514,1469448147,Tue Apr 07 06:24:47 PDT 2009,NO_QUERY,chazzles,Not been the best twitterer today - first one of the day and it's nearly the afternoon. Working too hard again
6591,1469475344,Tue Apr 07 06:29:49 PDT 2009,NO_QUERY,TVPartyPacks,My twitter avatar isn't loading
6610,1469494445,Tue Apr 07 06:33:11 PDT 2009,NO_QUERY,campcreek,"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that."
6780,1469555598,Tue Apr 07 06:44:09 PDT 2009,NO_QUERY,BeccaUpjohn,ahhh i just got a twitter yay but i can't put up a pic it won't let me
6953,1469629806,Tue Apr 07 06:57:19 PDT 2009,NO_QUERY,Caddy06_88,Why are there spammers on twitter? It's so utterly pathetic
7030,1469661184,Tue Apr 07 07:02:50 PDT 2009,NO_QUERY,indianagregg,"@kerchoonz  I like your new background. I'm trying to put a kerchoonz background on my twitter, but, it's not working for me"
7034,1469662475,Tue Apr 07 07:03:04 PDT 2009,NO_QUERY,dranzer006,@cybercool10 nothing i'm not able to setup twitter on my mobile  i sms the code but still it wont give me sms alerts  any help ?
7051,1469665585,Tue Apr 07 07:03:36 PDT 2009,NO_QUERY,SARideLikeAGirl,"Downloading twitterberry, browsing the web, checking email.  My server was down all morning"
7054,1469666020,Tue Apr 07 07:03:42 PDT 2009,NO_QUERY,KiKiBaE,is out apartment hunting!!!!   sidenote: sad dat none of her friends r on twitter...feels like shes talkin 2 herself  lol
7111,1469692711,Tue Apr 07 07:08:23 PDT 2009,NO_QUERY,stevo81989,"@hitthefloor sorry, twitter was having issues last night. You picture dissapeared"
7198,1469722563,Tue Apr 07 07:13:39 PDT 2009,NO_QUERY,Samantha2618,none of my friends have twitter
7212,1469726124,Tue Apr 07 07:14:17 PDT 2009,NO_QUERY,Spitphyre,"@krist0ph3r fring has gchat, msn, twitter, facebook, skype, etc. Last i checkd, Nimbuzz dint have the works.."
7224,1469729276,Tue Apr 07 07:14:50 PDT 2009,NO_QUERY,StarbucksKafi,twitter on the crackberry still a no-go
7411,1469809823,Tue Apr 07 07:29:07 PDT 2009,NO_QUERY,tigraine,I can't understand why twitter is unable to keep me logged in. I reauth every day 5 times
7477,1469836822,Tue Apr 07 07:33:50 PDT 2009,NO_QUERY,kiera95,"hasnt been on twitter for a few days, no internet at mums house for the moment"
7617,1469889956,Tue Apr 07 07:43:18 PDT 2009,NO_QUERY,clairelucyftw,twitter will never conquer the social networking world if it goes 'over capacity' all the time
7669,1469899369,Tue Apr 07 07:45:02 PDT 2009,NO_QUERY,ChristineUrias,Couldn't get twitter to work last night
7714,1469919458,Tue Apr 07 07:48:41 PDT 2009,NO_QUERY,JonsTubeGirl,Missed Jon's tweets again last Knight   He waits until I turn off my phone to start twittering!  Still love him though!  LOL!
7722,1469921104,Tue Apr 07 07:49:00 PDT 2009,NO_QUERY,RyanKrey,I need friends for twitter
7764,1469930991,Tue Apr 07 07:50:47 PDT 2009,NO_QUERY,SiobhanOliver,@TonyWade LOL I think twitter is just behind by 6 minutes or so!will check ur e mail shortly!on phone to insurance company
7854,1469974463,Tue Apr 07 07:58:39 PDT 2009,NO_QUERY,sassafrasstic,my twitter is so much more boring without @johncmayer updates every 5 minutes. sigh...
7865,1469978167,Tue Apr 07 07:59:19 PDT 2009,NO_QUERY,FROactiv,Seems like twitter is glitching again... Last two tweets have been stuck @ the top...  *crawls back under social networking rock*
8035,1470042662,Tue Apr 07 08:10:31 PDT 2009,NO_QUERY,afulgieri,has kinda given up on twitter...sorry guys
8044,1470044474,Tue Apr 07 08:10:51 PDT 2009,NO_QUERY,gianorama,"grrrr, stupid fail whale is not letting me update my twitter icon.  and now i have nothing"
8078,1470061336,Tue Apr 07 08:13:55 PDT 2009,NO_QUERY,ananthb,Just created a twitter acct. Couldn't fit my last name in cos of 20 chara limit
8087,1470064274,Tue Apr 07 08:14:27 PDT 2009,NO_QUERY,IvoireofDTP,Man im sad that my whole DTP crew left me and now im pretending im with them through twitter updates...
8096,1470067298,Tue Apr 07 08:14:59 PDT 2009,NO_QUERY,PrincessBlessed,Hey twitters Blessed is back.... Yay!!!!!  In skool tlkin 2 the bestie bout my problems... Smh 2daii is not a good daii
8102,1470068041,Tue Apr 07 08:15:07 PDT 2009,NO_QUERY,LatoyaNT,@jodeci4eva Man its really so hard to tell at times whos real and whos not just takes the fun out of twittering sometimes....  ugh...
8186,1470099746,Tue Apr 07 08:20:47 PDT 2009,NO_QUERY,RuMeBags,welcome all our new followers! we will follow you back as soon as twitter let's us follow more than 2000 people
8223,1470119351,Tue Apr 07 08:24:20 PDT 2009,NO_QUERY,Jane_Craddock,Nobody is twittering
8239,1470123697,Tue Apr 07 08:25:07 PDT 2009,NO_QUERY,brooklyn3383,is twitterless...
8247,1470124965,Tue Apr 07 08:25:21 PDT 2009,NO_QUERY,roryisconfused,@Jennnymay &quot;JennnymayI had a dream that @Wossy replied to me on twitter! doubt it will really happen  about 17 hours ago from web&quot; awwww!
8252,1470125976,Tue Apr 07 08:25:33 PDT 2009,NO_QUERY,yurino2438,It is fun to email my Japanese friends! I wish they have a twitter
8291,1470147686,Tue Apr 07 08:29:25 PDT 2009,NO_QUERY,MellyDiva,I have the sleep eyes   I think I need to go back to sleep lol..laterz twitters
8296,1470148478,Tue Apr 07 08:29:33 PDT 2009,NO_QUERY,thejanice,"dear @twitter, what's with all of the &quot;over capacity&quot; message? and why doesn't my &quot;update&quot; button work fro the web?"
8528,1470230781,Tue Apr 07 08:44:17 PDT 2009,NO_QUERY,amkhosla,"twitter spam - seeing messages that start with &quot;I bought the @MacHeist 3 Bundle.&quot;  - Whenever a new comm channel grows, spam follows"
8591,1548277056,Fri Apr 17 20:30:54 PDT 2009,NO_QUERY,lorikeety,Andi~sweetheart~just read ur twitter~i have a huge hug for you guys and ur in my thoughts and prayers~love you and im so sorry!
8688,1548313663,Fri Apr 17 20:36:44 PDT 2009,NO_QUERY,LovEvolve,@Edica sorry for sending that msg erica.  LOL  wait did they send this on twitter? lol
8708,1548317619,Fri Apr 17 20:37:24 PDT 2009,NO_QUERY,M4UR33Nii3,twitterrific. NO
8855,1548516329,Fri Apr 17 21:10:17 PDT 2009,NO_QUERY,roxyisfoxy,"dang twitter and their lack of space to write! anyways i am off to bed, gotta be up early. still totally bummed that I missed white room"
8867,1548519765,Fri Apr 17 21:10:51 PDT 2009,NO_QUERY,stormgirl84,happy friday twitter bugs!! have a safe and fun night! im stuck in the house studying
8897,1548523913,Fri Apr 17 21:11:32 PDT 2009,NO_QUERY,favier,Off to bed  Bye bye twittizens from twitterland lol!
8955,1548550021,Fri Apr 17 21:15:59 PDT 2009,NO_QUERY,Christinekorda,"Ads on twitter - y ruin a good thing   Google chief sings Twitter's praises, open to ad deal http://sbne.ws/r/1Lr"
8964,1548552230,Fri Apr 17 21:16:22 PDT 2009,NO_QUERY,vintagebellak,Just got twitter and has no clue how to use this thing
9054,1548583309,Fri Apr 17 21:21:53 PDT 2009,NO_QUERY,BeccaBRO,lmao i don't get this twitter stuff. going to work soon  i love you savannah!
9112,1548611870,Fri Apr 17 21:26:53 PDT 2009,NO_QUERY,poojaiyer,can't find my FB friends on twitter
9161,1548636300,Fri Apr 17 21:31:08 PDT 2009,NO_QUERY,missmariant,i wanna make friends at twitter but enybody follow me just 6?? thts's nothing
9188,1548641427,Fri Apr 17 21:32:01 PDT 2009,NO_QUERY,MissSididdy,@shanealexander I loove TD... until it puts you in time out  ... I'm in twitter lockdown as we speak...
9190,1548641677,Fri Apr 17 21:32:03 PDT 2009,NO_QUERY,SimoneBlum,"@coachdeb, loving your #randomfacts! tell us more! - cant DM - my DMs been broken on twitter for 2 weeks  can see, cant send"
9191,1548641896,Fri Apr 17 21:32:05 PDT 2009,NO_QUERY,ABQTweets,"I just wrote and entire story, and it didn't save.   Motherfucker.   http://twitter.com/disintegration/statuses/1548632552"
9227,1548661202,Fri Apr 17 21:35:23 PDT 2009,NO_QUERY,mrryanmichaels,no more twitter  - mr. michaels  ps. see you june 10
9242,1548665397,Fri Apr 17 21:36:08 PDT 2009,NO_QUERY,michaeldoyle,Anyone else sick of folks who don't understand twitter constantly bashing on it for how &quot;stupid and pointless it is&quot; uninformed FTL
9247,1548666574,Fri Apr 17 21:36:21 PDT 2009,NO_QUERY,tonethab1987,i need somes twitter followers
9264,1548671379,Fri Apr 17 21:37:11 PDT 2009,NO_QUERY,Smashlers,holy crap. I take a nap for 4 hours and Pitchfork blows up my twitter dashboard. I wish I was at Coachella.
9297,1548692274,Fri Apr 17 21:40:51 PDT 2009,NO_QUERY,tyeishafaye16,sleepy  babysittin tha nephew..tlkn 2 tha babez..had a lonq day..i need to rest..nite nite..twitter people
9334,1548699460,Fri Apr 17 21:42:08 PDT 2009,NO_QUERY,picsruledolfins,ive bin rate limited on twitterific
9367,1548720281,Fri Apr 17 21:45:59 PDT 2009,NO_QUERY,stib01,"looking for friends, im new to this twitter"
9368,1548721002,Fri Apr 17 21:46:07 PDT 2009,NO_QUERY,dal3y_aka_dhnyc,"@heygorgeous Awwwwwwww, that sucks   Lemme give you a &quot;twitter hug&quot;; Hopefully, this will make you feel better."
9420,1548743050,Fri Apr 17 21:50:20 PDT 2009,NO_QUERY,kaityjohnson,"@SparksKincade it's good, Ken. Sorry, I still don't really get this whole twitter thing and didn't know you responded to me"
9500,1548775297,Fri Apr 17 21:56:29 PDT 2009,NO_QUERY,dumbwhore,"@taracuda yes, I've had twitter unfollow 1 person so far.  They finally fixed it, but now she hasn't posted for a few days.  bummer"
9559,1548797034,Fri Apr 17 21:59:59 PDT 2009,NO_QUERY,SouthBeachDog,OK-I have to get off twitter-got 2 get up early &amp; take one of my teen-kids to dentist-has 2 b on a Sat.   Holly asleep by my feet-poor pup
9615,1548824267,Fri Apr 17 22:05:01 PDT 2009,NO_QUERY,bekitah,"is watching oprah talk about twitter, i swore i wouldnt get one and i finally gave in"
9824,1550673177,Sat Apr 18 06:54:04 PDT 2009,NO_QUERY,VernonDeGoede,@_everaldo I saw #squirrel some months ago on your twitter. I'm sorry it's for Mac only
9962,1550723297,Sat Apr 18 07:03:58 PDT 2009,NO_QUERY,StevieWynn,still no word from @davegorman on my #idiotictwitterapps idea for Genius
10042,1550753417,Sat Apr 18 07:09:54 PDT 2009,NO_QUERY,robynkalka,i can&quot;t figure out how to twitter from my phone
10069,1550758332,Sat Apr 18 07:10:49 PDT 2009,NO_QUERY,MissAtmosphere,"@JaccSparrow Are you sleeping in or something, im missing our friendly twitter banter  u we're so right about f&amp;furious it was FKNFANTASTK"
10071,1550758595,Sat Apr 18 07:10:54 PDT 2009,NO_QUERY,Amilianna,"Alright, well, I spent all of yesterday again far away from my computer   But today! Today I shall come back to twitter and all of you."
10088,1550761407,Sat Apr 18 07:11:27 PDT 2009,NO_QUERY,chocmessjr,i have nothing to twitter about yet.
