row,id,date,query,handle,tweet
819349,1553368448,Sat Apr 18 14:04:49 PDT 2009,NO_QUERY,carolinarubi06,@samira3 i found you on twitter
819364,1553368950,Sat Apr 18 14:04:55 PDT 2009,NO_QUERY,puppyeyes411,Wow. I think i'm actually starting to get the hang of this twitter stuff!! WOO-HOO!!!   ha ha
819382,1553397494,Sat Apr 18 14:09:32 PDT 2009,NO_QUERY,gavinnorquay,Any tips on how to best use this twitter-y tool? Let me know
819397,1553397835,Sat Apr 18 14:09:35 PDT 2009,NO_QUERY,marko_salonen,"I'm twittering my links with TwitterBar 2.1.2, add on in Firefox, try it out"
819401,1553398016,Sat Apr 18 14:09:35 PDT 2009,NO_QUERY,nutz79,@EdwardJacyshyn that was meant to say welcome to twitter
819423,1553398802,Sat Apr 18 14:09:43 PDT 2009,NO_QUERY,caffeinebomb,@misetak Wicked. I will watch/read as homework and report back to twitter.
819463,1553399881,Sat Apr 18 14:09:56 PDT 2009,NO_QUERY,aGIANTpuppy,Hey welcome to our twitter
819529,1553430220,Sat Apr 18 14:14:44 PDT 2009,NO_QUERY,brunonene,my second twitter...  LOL
819580,1553460123,Sat Apr 18 14:19:37 PDT 2009,NO_QUERY,lgladdy,@Natcatty Ohai! Welcome to twitter
819655,1553462684,Sat Apr 18 14:20:02 PDT 2009,NO_QUERY,LisaClifton,"about to turn in for the night, sleeping in the spare bed as need to get some quality zeds... LOL as some twitters tonight"
819692,1553491263,Sat Apr 18 14:24:39 PDT 2009,NO_QUERY,Moonflowerchild,"Will be giving up lovely new keyboard soon to the MR.. @bobbroughton &lt;3 He is more addicted to twitter than me, I do believe!"
819694,1553491299,Sat Apr 18 14:24:39 PDT 2009,NO_QUERY,Moonflash15,Heyy wats up peeps!!  This twitter thing is so cool!! I mean domt u peaple think its cool too!!
819708,1553491781,Sat Apr 18 14:24:46 PDT 2009,NO_QUERY,lindseybsimon,Read Lauren's twitter joke of the day and really misses her dads corny jokes  LOVE THE FAM
819727,1553492744,Sat Apr 18 14:24:54 PDT 2009,NO_QUERY,nhyrvana,@theramon you are one of my fave twitterbugs.
819752,1553493331,Sat Apr 18 14:25:01 PDT 2009,NO_QUERY,rosiebabesx,"is twittering  had a gorgeous day! the weather was great, love you meg! big time stomach ache right now though tbh!  yuumy roast for tea!"
819873,1553553156,Sat Apr 18 14:34:39 PDT 2009,NO_QUERY,audreyassad,@brianwurzell - Taylor doesn't have twitter...at least I don't think so. I think the Taylor you mentioned is somebody else.
819887,1553553603,Sat Apr 18 14:34:44 PDT 2009,NO_QUERY,VegasNightclubs,my 1st twitter
819931,1553554803,Sat Apr 18 14:34:56 PDT 2009,NO_QUERY,Trav0086,Loulou.. Liking twitter?
819940,1553555038,Sat Apr 18 14:34:58 PDT 2009,NO_QUERY,botolo86,just trying to post pictures using twitter   http://pic.im/1sq
819963,1553583977,Sat Apr 18 14:39:44 PDT 2009,NO_QUERY,pasgemini,"@Oprah twitterland, tweet,twix, tweets, what the heck it all does the same thing right? lol kisses to the puppy love ur show btw"
820094,1553615844,Sat Apr 18 14:44:51 PDT 2009,NO_QUERY,moeslice,I think twitter would be more intriguing if I had an iphone
820095,1553615869,Sat Apr 18 14:44:53 PDT 2009,NO_QUERY,Miss_Shan,"@jonlukecogger i saw that video of you with sarahxxlou at the apple storee  and tbh, i dont know wher ei found your twitter lmao"
820110,1553616181,Sat Apr 18 14:44:54 PDT 2009,NO_QUERY,xcrazyinlove,"not been on twitter in a while, hehe! soo hows everyone?  x (:"
820235,1553648303,Sat Apr 18 14:50:11 PDT 2009,NO_QUERY,BeauTee85,@fabuloustoccara Hey girl!  Welcome to twitter
820276,1553676768,Sat Apr 18 14:54:49 PDT 2009,NO_QUERY,gabzLitCullen,Im in love with twitter now
820342,1553678980,Sat Apr 18 14:55:12 PDT 2009,NO_QUERY,aaaalan,@itsaboutmillie hola mili! te encontre aca en twitter  jojo saludos follow me
820360,1553706386,Sat Apr 18 14:59:41 PDT 2009,NO_QUERY,flyingwithkids,@witeshadow  #tmmm Thoroughly Modern Millie movie night on twitter
820398,1553707678,Sat Apr 18 14:59:56 PDT 2009,NO_QUERY,sethcaskey,@erikavinyard welcome to the twitterverse! see you tomorrow!  have fun shopping
820427,1553709533,Sat Apr 18 15:00:07 PDT 2009,NO_QUERY,KathiWitt,"I am actually doing nothing, just sitting here figuring out how twitter actually works...well and I stalk celebrities"
820479,1553740099,Sat Apr 18 15:04:57 PDT 2009,NO_QUERY,lollie_770,i wish Jesus had a twitter.  lol
820488,1553740391,Sat Apr 18 15:05:02 PDT 2009,NO_QUERY,irishjayde1,~~~wondering why i havent gotten any tweets in 2 days ???!!!! is it twitter? my phone? needs to be fixed ASAP!
820545,1553770332,Sat Apr 18 15:09:53 PDT 2009,NO_QUERY,tweetnaveen,I am having a pleasant time  i just wana say Hi to the twitter world!
820611,1553772698,Sat Apr 18 15:10:13 PDT 2009,NO_QUERY,SenasuStar,"@Ify Olu, I think I need a new twitter page for David!"
820619,1553772959,Sat Apr 18 15:10:17 PDT 2009,NO_QUERY,Breedom2Be,Bicycle! Bicycle! I want to ride my bicycle!  And I think i just might. before it rains. Hi twitter fam!
820651,1553800901,Sat Apr 18 15:14:57 PDT 2009,NO_QUERY,JerseySwag904,So I figured i would give twitter a chance. I don't see whats so great about it yet but hopefully it will grow on me SOON
820701,1553802741,Sat Apr 18 15:15:12 PDT 2009,NO_QUERY,greenfee,Updated my twitter profile image as it didn't always display properly on differing resolution monitors. Hopefully this display better
820813,1553834862,Sat Apr 18 15:20:19 PDT 2009,NO_QUERY,markheale,@oliverwalton i know im not normally on here but il though il be cool and see what is happening on the world of twitter
820826,1553861930,Sat Apr 18 15:24:52 PDT 2009,NO_QUERY,luis_smurf,Signin on to twitter for the first time..  im exited
820832,1553862148,Sat Apr 18 15:24:53 PDT 2009,NO_QUERY,julie_hackett,is trying to figue out twitter.
820896,1553864167,Sat Apr 18 15:25:12 PDT 2009,NO_QUERY,rgazader,"just set up my twitter page  the ball has started rolling now, lol"
820940,1553893363,Sat Apr 18 15:30:04 PDT 2009,NO_QUERY,gracepearl,@ohmygodroysh sorry i was in the bog lol! Yep youre my friend five minutes on twitter and im already sharing too much info with ya haha
820970,1553894679,Sat Apr 18 15:30:15 PDT 2009,NO_QUERY,Vemmi,Heey finally got twitter  goin' to sleep
821000,1553895491,Sat Apr 18 15:30:21 PDT 2009,NO_QUERY,Jerseygirl1515,"sorry i havent been on twitter lately, things have been really busy taking care of my family lol, well must go make dinner"
821004,1553895608,Sat Apr 18 15:30:21 PDT 2009,NO_QUERY,Samael0613,@Lollypop0613 hi bear  this twitter shit confuses me! X
821021,1553923837,Sat Apr 18 15:35:04 PDT 2009,NO_QUERY,xjblovex,@Wewa95 hahah thats ok. welcome to twitter!!
821060,1553924888,Sat Apr 18 15:35:14 PDT 2009,NO_QUERY,sarahf94,is figuring out how to use twitter
821089,1553925853,Sat Apr 18 15:35:21 PDT 2009,NO_QUERY,Roseyland,@Rosey can I please have your twitter name? You don't appear to be using it
821092,1553925883,Sat Apr 18 15:35:23 PDT 2009,NO_QUERY,twilight_rocks_,@aplusk Congrates on being crowned twitter king.  Yesterday i joined after waching oprah and seeing u talking about twitter.
821160,1553954876,Sat Apr 18 15:40:11 PDT 2009,NO_QUERY,arielRIOTT,Haha i feel like such a creeper. Im like stalking markys twitter. Sorry- i just want a shirt
821216,1553983779,Sat Apr 18 15:45:01 PDT 2009,NO_QUERY,tanyaweiman,@visionbroadcast looks like you're getting the hang of it  just emailed a few twitter tips to you
821222,1553984027,Sat Apr 18 15:45:03 PDT 2009,NO_QUERY,RigaTonyG,@harmonyholly i just invaded ur twitter!
821296,1553986784,Sat Apr 18 15:45:28 PDT 2009,NO_QUERY,sandragrida,"@megan_cooper oh, haha you should ask mike! he became such a twitter freak  i call you. right now! so pick up the phone guuurl. i love you"
821313,1554014317,Sat Apr 18 15:50:04 PDT 2009,NO_QUERY,yoyowhatsup,Is on my ipod using this new twitter app! It's really handy
821358,1554016215,Sat Apr 18 15:50:19 PDT 2009,NO_QUERY,tequilya,@oyoylady KHIIIIIAAAAAA  ur on twitterr - i feel like such a looser cuz i'm excited ive got so many actual friends on it now lol
821359,1554016260,Sat Apr 18 15:50:19 PDT 2009,NO_QUERY,chloehamill,good night twitter !  love you x
821414,1554043817,Sat Apr 18 15:54:56 PDT 2009,NO_QUERY,princelili,@nicky_power if you're truly addicted to twitter. you should link your facebook and your twitter together. update one and it does both
821419,1554044071,Sat Apr 18 15:54:57 PDT 2009,NO_QUERY,Rain22,@ClaudeKelly Love Leona.Tell her to start using twitter please!
821483,1554047081,Sat Apr 18 15:55:25 PDT 2009,NO_QUERY,PJCoughlin,@perfectdenial i had a ring on waaaay b4 twitter was even invented
821511,1554074535,Sat Apr 18 16:00:02 PDT 2009,NO_QUERY,daofficialjulez,on faceboook  twitter is awesomeness.
821779,1554139085,Sat Apr 18 16:10:31 PDT 2009,NO_QUERY,adrianeden,"@RobertHolik sounds good, i sometimes find it hard to get off twitter myself, even when it is 3AM haha sleep well talk soon!"
821782,1554139177,Sat Apr 18 16:10:30 PDT 2009,NO_QUERY,missyleone,@volcanojw My twitter has been broken so I just now saw your comment.  Enjoy the sunlight!
821791,1554166695,Sat Apr 18 16:15:06 PDT 2009,NO_QUERY,princessferg,"@lindZhenson Welcome Linds to twitter, umm you'll love it  I promise!"
821821,1554167851,Sat Apr 18 16:15:14 PDT 2009,NO_QUERY,faybeefazz,i love twitter
821873,1554169314,Sat Apr 18 16:15:32 PDT 2009,NO_QUERY,caseyrockss,"yay, my favorite person EVER; khloe kardashian now has a twitter(: veryyy happppppy"
821914,1554197979,Sat Apr 18 16:20:16 PDT 2009,NO_QUERY,LadyLeeT,@christopherburt Hello partner in crime. I found you on twitter!
821944,1554198903,Sat Apr 18 16:20:26 PDT 2009,NO_QUERY,DodgerGirl17,@hannahem There was an ad for Hanna Anderson catalogue on my twitter page!! Isn't that what you were named after?!
821948,1554199088,Sat Apr 18 16:20:28 PDT 2009,NO_QUERY,katierosss,i love my life but i'm tired so i'm going to bed  goodnight twitter!
821969,1554199741,Sat Apr 18 16:20:34 PDT 2009,NO_QUERY,samlovestom,hasnt been on twitter in aaages but is so glad to be home from work and in bed with tomtom
821978,1554199996,Sat Apr 18 16:20:36 PDT 2009,NO_QUERY,phrkonaleash,"@hinojosad It's great as always.  Just discovered the hosted applications interface, which is damned cool. how'd you get my twitter?"
822017,1554401409,Sat Apr 18 16:53:52 PDT 2009,NO_QUERY,shandrab,He's on twitter- that's how I found out.  great concept. It's worth the cash.
822032,1554401947,Sat Apr 18 16:53:58 PDT 2009,NO_QUERY,kchilds77,"This is my first twitter - how exciting! Kevin you are my only follower, so you are the only one to see this  I'm snowed in."
822056,1554402758,Sat Apr 18 16:54:06 PDT 2009,NO_QUERY,purplishraven,is trying out twitter.
822076,1554403644,Sat Apr 18 16:54:15 PDT 2009,NO_QUERY,angieODT79,"@dannytown past Donnie, Joe Mac &amp; the Knights!  Cheers to the twitter stat fights!!"
822083,1554430927,Sat Apr 18 16:58:42 PDT 2009,NO_QUERY,chichi577,starting out on twitter... still learning how to use it...will see how this goes.. seems like fun following all the craze about tweeting
822178,1554462507,Sat Apr 18 17:03:46 PDT 2009,NO_QUERY,girldetective95,"this random twitter update is to all my followers...I LOVE u guys. ur awesome. i never wud of thot i cud get this many  hehe  \\,,/ kamryn"
822203,1554463736,Sat Apr 18 17:03:58 PDT 2009,NO_QUERY,supriseitsme,@iJPanda I didn't say you were a man. You're a panda... my fav panda with a twitter btw
822220,1554464406,Sat Apr 18 17:04:05 PDT 2009,NO_QUERY,steveweber,"@joyntheir  yeah, for sure! ....Oh, I like your bio about women and twitter's 140"
822240,1554464959,Sat Apr 18 17:04:08 PDT 2009,NO_QUERY,katienikka,@KoolJeffrey Do you have the rest of 5awesomebuck fans twitters? I want to follow all of you.
822292,1554494650,Sat Apr 18 17:09:00 PDT 2009,NO_QUERY,KirstinAshley,this twitter thing is confusing me
822316,1554495519,Sat Apr 18 17:09:08 PDT 2009,NO_QUERY,JiveTurkeyXxX,just started this twitter thing &amp; figuring out how it's done
822336,1554496048,Sat Apr 18 17:09:12 PDT 2009,NO_QUERY,Aronita,learning to use twitter
822418,1554526175,Sat Apr 18 17:14:13 PDT 2009,NO_QUERY,syirah08,just found twitter
822431,1554526393,Sat Apr 18 17:14:14 PDT 2009,NO_QUERY,MiikoMentz,"@trmj Hey, ur on twitter now. Cool. Great seeing u last weekend. As always, great show!"
822432,1554526394,Sat Apr 18 17:14:14 PDT 2009,NO_QUERY,jeffmello,@shandrab U are gonna get it!   I have to pace myself so I don't get put in twitter jail...LOL!
822539,1555701572,Sat Apr 18 20:27:12 PDT 2009,NO_QUERY,paauh,Magah se harï¿½ twitter!
822557,1555701963,Sat Apr 18 20:27:14 PDT 2009,NO_QUERY,susiewolter,is so glad @lauryn_w is on twitter
822571,1555729217,Sat Apr 18 20:31:43 PDT 2009,NO_QUERY,SammySlow,ok twitterville iï¿½m off have a nice time see u all later (i think)  cheers
822572,1555729260,Sat Apr 18 20:31:46 PDT 2009,NO_QUERY,theearlystrike,Hey this is THE EARLY STRIKEs twitter to keep you guys updated all the time on what we do
822616,1555731115,Sat Apr 18 20:32:04 PDT 2009,NO_QUERY,hayleer33,i am checking out twitter for the first time
822630,1555731679,Sat Apr 18 20:32:10 PDT 2009,NO_QUERY,sherockinthat,I am tellin you...1 more hour of super linkin (meanin I am bout to keep promoting  your twitter...cus I want you to promote me   love)
822649,1555732446,Sat Apr 18 20:32:17 PDT 2009,NO_QUERY,SeikoHuffman,158 follwers only my 2nd day on twitter woohoo! yes there will be a season 4
822693,1555760382,Sat Apr 18 20:37:00 PDT 2009,NO_QUERY,loveequalsgod,figuring out twitter
822706,1555761142,Sat Apr 18 20:37:08 PDT 2009,NO_QUERY,ZoAnnMarie,Good Morning twitterland
822718,1555761494,Sat Apr 18 20:37:12 PDT 2009,NO_QUERY,bixbooh,"Hey twitters, what would make you throw inhibition to the wind???"
822721,1555761561,Sat Apr 18 20:37:10 PDT 2009,NO_QUERY,Idibs,@StephanieFrank Is twitter just another addiction? Am I going to need therapy to control my twitter addiction? Hmmmm
822725,1555761755,Sat Apr 18 20:37:15 PDT 2009,NO_QUERY,kelsyy_xo,"i dont think im going to finish my homework when i have disney channel infront of me, and im logged onto twitter, &amp; myspace"
822775,1555789458,Sat Apr 18 20:41:54 PDT 2009,NO_QUERY,killercakes_,@misskriss11 i dont have a place to drink at. lol. dude. annddd i love how we could just be txting.  lol yay for twitter lmao
822801,1555790421,Sat Apr 18 20:42:06 PDT 2009,NO_QUERY,Scyranth,@vipvirtualsols you 2 can't say anything...if twitter went down right now you'd die lol
822832,1555791601,Sat Apr 18 20:42:15 PDT 2009,NO_QUERY,Cephikun,@frandmb I LOVE it. No la like tinytwitter and it has built in url shortener. Great interface. Best mobile client yet  you gonna try it?
822846,1555792130,Sat Apr 18 20:42:20 PDT 2009,NO_QUERY,MattCox1119,just saw BORAT's twitter site......i laughed my head off.....hahaha
822872,1555818543,Sat Apr 18 20:46:57 PDT 2009,NO_QUERY,mitch42,@Malechite not sure you should be twittering while goldschlagering.  have fun!
822875,1555818586,Sat Apr 18 20:46:55 PDT 2009,NO_QUERY,GeekMommy,@LOLSheilaKberg - thank you!! But I still think the wiser course of action tonight is fleeing to twitter more tomorrow!
822923,1555820377,Sat Apr 18 20:47:17 PDT 2009,NO_QUERY,Mark_Milly,@AnTYnational -thats my lil sis! and we flow sick and... twitter need to get familiar! right? @msporsh ?
822958,1555847027,Sat Apr 18 20:51:59 PDT 2009,NO_QUERY,melissa_ocoutur,@issa711 liz has a twitter
822966,1555847222,Sat Apr 18 20:52:01 PDT 2009,NO_QUERY,HanBoggs,loving twitter at the moment
822989,1555847788,Sat Apr 18 20:52:08 PDT 2009,NO_QUERY,goodlaura,@senthilnambi Just thinking about how Oedipal your last tweet to me was. A week or so ago you referred to me as your twitter mom!
823054,1555874024,Sat Apr 18 20:56:47 PDT 2009,NO_QUERY,Irishbabe22,@tweetstats You should join the NKOTB community!! We even have a twitter forum over there!  www.nkotb.com!!!
823069,1555874828,Sat Apr 18 20:56:59 PDT 2009,NO_QUERY,HoneyLust,@natneagle I love Love love twittering with my husband and family. sooo sorry it I sent it sooo late.
823077,1555875363,Sat Apr 18 20:57:02 PDT 2009,NO_QUERY,arifgan,@drkilstein There are a lot of &quot;Social media gurus&quot; on twitter with &lt;30 followers &amp; tweets.  Isn't that kind of similar to the diet prog?
823082,1555875696,Sat Apr 18 20:57:09 PDT 2009,NO_QUERY,nandeb,@footballlvnlady i get hose all the time..but they r about me! not twitter or computer...always haveing &quot;technical problems!&quot;
823106,1555876376,Sat Apr 18 20:57:14 PDT 2009,NO_QUERY,nikkinana,@cutebutpsycho76 my hands are buys refreshing the twitter window
823150,1555903836,Sat Apr 18 21:02:02 PDT 2009,NO_QUERY,rmendez85,explaining twitter to the tias
823154,1555903917,Sat Apr 18 21:02:03 PDT 2009,NO_QUERY,JonoH,@CherylH77 the iPhone app is without doubt the BEST twitter interface while mobile  the desktop app hopes to be the same
823161,1555904218,Sat Apr 18 21:02:04 PDT 2009,NO_QUERY,pinklazydaizy,"@lewcom If you see this, I just sent you  a wicked long email trying to explain twitter .."
823205,1555905829,Sat Apr 18 21:02:21 PDT 2009,NO_QUERY,xxnikkimariexx,sgomez:tell me something i don't know&lt;---i &lt;3 this song.well going 2 bed.goodnight twitter bugs.don't feel all that well.pce out peeps
823214,1555906116,Sat Apr 18 21:02:24 PDT 2009,NO_QUERY,StephaniePaige8,watching the second Bridget Jones with Becky  yes becky i twitter &lt;3
823229,1555906492,Sat Apr 18 21:02:28 PDT 2009,NO_QUERY,OCAmericans,@yidwithlid not much since I'm sitting here twittering  Your article shook me up!
